StartDate,EndDate,HomeTeam,AwayTeam,Winner,Margin,Type,Ground,Scorecard
2005-08-15,2005-08-17,Zimbabwe,New Zealand,New Zealand,46,Innings,Bulawayo,Test # 1761
2005-08-25,2005-08-28,England,Australia,England,3,Wickets,Nottingham,Test # 1762
2005-09-08,2005-09-12,England,Australia,Drawn,NA,NA,The Oval,Test # 1763
2005-09-12,2005-09-14,Sri Lanka,Bangladesh,Sri Lanka,96,Innings,Colombo (RPS),Test # 1764
2005-09-13,2005-09-16,Zimbabwe,India,India,90,Innings,Bulawayo,Test # 1765
2005-09-20,2005-09-22,Sri Lanka,Bangladesh,Sri Lanka,69,Innings,Colombo (PSS),Test # 1766
2005-09-20,2005-09-22,Zimbabwe,India,India,10,Wickets,Harare,Test # 1767
2005-10-14,2005-10-17,Australia,ICC World XI,Australia,210,Runs,Sydney,Test # 1768
2005-11-03,2005-11-06,Australia,West Indies,Australia,379,Runs,Brisbane,Test # 1769
2005-11-12,2005-11-16,Pakistan,England,Pakistan,22,Runs,Multan,Test # 1770
2005-11-17,2005-11-21,Australia,West Indies,Australia,9,Wickets,Hobart,Test # 1771
2005-11-20,2005-11-24,Pakistan,England,Drawn,NA,NA,Faisalabad,Test # 1772
2005-11-25,2005-11-29,Australia,West Indies,Australia,7,Wickets,Adelaide,Test # 1773
2005-11-29,2005-12-03,Pakistan,England,Pakistan,100,Innings,Lahore,Test # 1774
2005-12-02,2005-12-06,India,Sri Lanka,Drawn,NA,NA,Chennai,Test # 1775
2005-12-10,2005-12-14,India,Sri Lanka,India,188,Runs,Delhi,Test # 1776
2005-12-16,2005-12-20,Australia,South Africa,Drawn,NA,NA,Perth,Test # 1777
2005-12-18,2005-12-22,India,Sri Lanka,India,259,Runs,Ahmedabad,Test # 1778
2005-12-26,2005-12-30,Australia,South Africa,Australia,184,Runs,Melbourne,Test # 1779
2006-01-02,2006-01-06,Australia,South Africa,Australia,8,Wickets,Sydney,Test # 1780
2006-01-13,2006-01-17,Pakistan,India,Drawn,NA,NA,Lahore,Test # 1781
2006-01-21,2006-01-25,Pakistan,India,Drawn,NA,NA,Faisalabad,Test # 1782
2006-01-29,2006-02-01,Pakistan,India,Pakistan,341,Runs,Karachi,Test # 1783
2006-02-28,2006-03-03,Bangladesh,Sri Lanka,Sri Lanka,8,Wickets,Chittagong,Test # 1784
2006-03-01,2006-03-05,India,England,Drawn,NA,NA,Nagpur,Test # 1785
2006-03-08,2006-03-11,Bangladesh,Sri Lanka,Sri Lanka,10,Wickets,Bogra,Test # 1786
2006-03-09,2006-03-13,New Zealand,West Indies,New Zealand,27,Runs,Auckland,Test # 1787
2006-03-09,2006-03-13,India,England,India,9,Wickets,Mohali,Test # 1788
2006-03-16,2006-03-18,South Africa,Australia,Australia,7,Wickets,Cape Town,Test # 1789
2006-03-17,2006-03-20,New Zealand,West Indies,New Zealand,10,Wickets,Wellington,Test # 1790
2006-03-18,2006-03-22,India,England,England,212,Runs,Mumbai,Test # 1791
2006-03-24,2006-03-28,South Africa,Australia,Australia,112,Runs,Durban,Test # 1792
2006-03-25,2006-03-29,New Zealand,West Indies,Drawn,NA,NA,Napier,Test # 1793
2006-03-26,2006-03-30,Sri Lanka,Pakistan,Drawn,NA,NA,Colombo (SSC),Test # 1794
2006-03-31,2006-04-04,South Africa,Australia,Australia,2,Wickets,Johannesburg,Test # 1795
2006-04-03,2006-04-05,Sri Lanka,Pakistan,Pakistan,8,Wickets,Kandy,Test # 1796
2006-04-09,2006-04-13,Bangladesh,Australia,Australia,3,Wickets,Fatullah,Test # 1797
2006-04-15,2006-04-19,South Africa,New Zealand,South Africa,128,Runs,Centurion,Test # 1798
2006-04-16,2006-04-20,Bangladesh,Australia,Australia,80,Innings,Chittagong,Test # 1799
2006-04-27,2006-05-01,South Africa,New Zealand,Drawn,NA,NA,Cape Town,Test # 1800
2006-05-05,2006-05-07,South Africa,New Zealand,South Africa,4,Wickets,Johannesburg,Test # 1801
2006-05-11,2006-05-15,England,Sri Lanka,Drawn,NA,NA,Lord's,Test # 1802
2006-05-25,2006-05-28,England,Sri Lanka,England,6,Wickets,Birmingham,Test # 1803
2006-06-02,2006-06-05,England,Sri Lanka,Sri Lanka,134,Runs,Nottingham,Test # 1804
2006-06-02,2006-06-06,West Indies,India,Drawn,NA,NA,St John's,Test # 1805
2006-06-10,2006-06-14,West Indies,India,Drawn,NA,NA,Gros Islet,Test # 1806
2006-06-22,2006-06-26,West Indies,India,Drawn,NA,NA,Basseterre,Test # 1807
2006-06-30,2006-07-02,West Indies,India,India,49,Runs,Kingston,Test # 1808
2006-07-13,2006-07-17,England,Pakistan,Drawn,NA,NA,Lord's,Test # 1809
2006-07-27,2006-07-31,Sri Lanka,South Africa,Sri Lanka,153,Innings,Colombo (SSC),Test # 1810
2006-07-27,2006-07-29,England,Pakistan,England,120,Innings,Manchester,Test # 1811
2006-08-04,2006-08-08,Sri Lanka,South Africa,Sri Lanka,1,wicket,Colombo (PSS),Test # 1812
2006-08-04,2006-08-08,England,Pakistan,England,167,Runs,Leeds,Test # 1813
2006-08-17,2006-08-21,England,Pakistan,England,NA,NA,The Oval,Test # 1814
2006-11-11,2006-11-14,Pakistan,West Indies,Pakistan,9,Wickets,Lahore,Test # 1815
2006-11-19,2006-11-23,Pakistan,West Indies,Drawn,NA,NA,Multan,Test # 1816
2006-11-23,2006-11-27,Australia,England,Australia,277,Runs,Brisbane,Test # 1817
2006-11-27,2006-12-01,Pakistan,West Indies,Pakistan,199,Runs,Karachi,Test # 1818
2006-12-01,2006-12-05,Australia,England,Australia,6,Wickets,Adelaide,Test # 1819
2006-12-07,2006-12-09,New Zealand,Sri Lanka,New Zealand,5,Wickets,Christchurch,Test # 1820
2006-12-14,2006-12-18,Australia,England,Australia,206,Runs,Perth,Test # 1821
2006-12-15,2006-12-18,New Zealand,Sri Lanka,Sri Lanka,217,Runs,Wellington,Test # 1822
2006-12-15,2006-12-18,South Africa,India,India,123,Runs,Johannesburg,Test # 1823
2006-12-26,2006-12-28,Australia,England,Australia,99,Innings,Melbourne,Test # 1824
2006-12-26,2006-12-30,South Africa,India,South Africa,174,Runs,Durban,Test # 1825
2007-01-02,2007-01-05,Australia,England,Australia,10,Wickets,Sydney,Test # 1826
2007-01-02,2007-01-06,South Africa,India,South Africa,5,Wickets,Cape Town,Test # 1827
2007-01-11,2007-01-15,South Africa,Pakistan,South Africa,7,Wickets,Centurion,Test # 1828
2007-01-19,2007-01-22,South Africa,Pakistan,Pakistan,5,Wickets,Port Elizabeth,Test # 1829
2007-01-26,2007-01-28,South Africa,Pakistan,South Africa,5,Wickets,Cape Town,Test # 1830
2007-05-17,2007-05-21,England,West Indies,Drawn,NA,NA,Lord's,Test # 1831
2007-05-18,2007-05-22,Bangladesh,India,Drawn,NA,NA,Chittagong,Test # 1832
2007-05-25,2007-05-27,Bangladesh,India,India,239,Innings,Dhaka,Test # 1833
2007-05-25,2007-05-28,England,West Indies,England,283,Innings,Leeds,Test # 1834
2007-06-07,2007-06-11,England,West Indies,England,60,Runs,Manchester,Test # 1835
2007-06-15,2007-06-19,England,West Indies,England,7,Wickets,Chester-le-Street,Test # 1836
2007-06-25,2007-06-28,Sri Lanka,Bangladesh,Sri Lanka,234,Innings,Colombo (SSC),Test # 1837
2007-07-03,2007-07-05,Sri Lanka,Bangladesh,Sri Lanka,90,Innings,Colombo (PSS),Test # 1838
2007-07-11,2007-07-14,Sri Lanka,Bangladesh,Sri Lanka,193,Innings,Kandy,Test # 1839
2007-07-19,2007-07-23,England,India,Drawn,NA,NA,Lord's,Test # 1840
2007-07-27,2007-07-31,England,India,India,7,Wickets,Nottingham,Test # 1841
2007-08-09,2007-08-13,England,India,Drawn,NA,NA,The Oval,Test # 1842
2007-10-01,2007-10-05,Pakistan,South Africa,South Africa,160,Runs,Karachi,Test # 1843
2007-10-08,2007-10-12,Pakistan,South Africa,Drawn,NA,NA,Lahore,Test # 1844
2007-11-08,2007-11-12,Australia,Sri Lanka,Australia,40,Innings,Brisbane,Test # 1845
2007-11-08,2007-11-11,South Africa,New Zealand,South Africa,358,Runs,Johannesburg,Test # 1846
2007-11-16,2007-11-20,Australia,Sri Lanka,Australia,96,Runs,Hobart,Test # 1847
2007-11-16,2007-11-18,South Africa,New Zealand,South Africa,59,Innings,Centurion,Test # 1848
2007-11-22,2007-11-26,India,Pakistan,India,6,Wickets,Delhi,Test # 1849
2007-11-30,2007-12-04,India,Pakistan,Drawn,NA,NA,Kolkata,Test # 1850
2007-12-01,2007-12-05,Sri Lanka,England,Sri Lanka,88,Runs,Kandy,Test # 1851
2007-12-08,2007-12-12,India,Pakistan,Drawn,NA,NA,Bengaluru,Test # 1852
2007-12-09,2007-12-13,Sri Lanka,England,Drawn,NA,NA,Colombo (SSC),Test # 1853
2007-12-18,2007-12-22,Sri Lanka,England,Drawn,NA,NA,Galle,Test # 1854
2007-12-26,2007-12-29,Australia,India,Australia,337,Runs,Melbourne,Test # 1855
2007-12-26,2007-12-29,South Africa,West Indies,West Indies,128,Runs,Port Elizabeth,Test # 1856
2008-01-02,2008-01-06,Australia,India,Australia,122,Runs,Sydney,Test # 1857
2008-01-02,2008-01-05,South Africa,West Indies,South Africa,7,Wickets,Cape Town,Test # 1858
2008-01-04,2008-01-06,New Zealand,Bangladesh,New Zealand,9,Wickets,Dunedin,Test # 1859
2008-01-10,2008-01-12,South Africa,West Indies,South Africa,100,Innings,Durban,Test # 1860
2008-01-12,2008-01-14,New Zealand,Bangladesh,New Zealand,137,Innings,Wellington,Test # 1861
2008-01-16,2008-01-19,Australia,India,India,72,Runs,Perth,Test # 1862
2008-01-24,2008-01-28,Australia,India,Drawn,NA,NA,Adelaide,Test # 1863
2008-02-22,2008-02-25,Bangladesh,South Africa,South Africa,5,Wickets,Dhaka,Test # 1864
2008-02-29,2008-03-03,Bangladesh,South Africa,South Africa,205,Innings,Chittagong,Test # 1865
2008-03-05,2008-03-09,New Zealand,England,New Zealand,189,Runs,Hamilton,Test # 1866
2008-03-13,2008-03-17,New Zealand,England,England,126,Runs,Wellington,Test # 1867
2008-03-22,2008-03-26,New Zealand,England,England,121,Runs,Napier,Test # 1868
2008-03-22,2008-03-26,West Indies,Sri Lanka,Sri Lanka,121,Runs,Providence,Test # 1869
2008-03-26,2008-03-30,India,South Africa,Drawn,NA,NA,Chennai,Test # 1870
2008-04-03,2008-04-05,India,South Africa,South Africa,90,Innings,Ahmedabad,Test # 1871
2008-04-03,2008-04-06,West Indies,Sri Lanka,West Indies,6,Wickets,Port of Spain,Test # 1872
2008-04-11,2008-04-13,India,South Africa,India,8,Wickets,Kanpur,Test # 1873
2008-05-15,2008-05-19,England,New Zealand,Drawn,NA,NA,Lord's,Test # 1874
2008-05-22,2008-05-26,West Indies,Australia,Australia,95,Runs,Kingston,Test # 1875
2008-05-23,2008-05-26,England,New Zealand,England,6,Wickets,Manchester,Test # 1876
2008-05-30,2008-06-03,West Indies,Australia,Drawn,NA,NA,North Sound,Test # 1877
2008-06-05,2008-06-08,England,New Zealand,England,9,Innings,Nottingham,Test # 1878
2008-06-12,2008-06-16,West Indies,Australia,Australia,87,Runs,Bridgetown,Test # 1879
2008-07-10,2008-07-14,England,South Africa,Drawn,NA,NA,Lord's,Test # 1880
2008-07-18,2008-07-21,England,South Africa,South Africa,10,Wickets,Leeds,Test # 1881
2008-07-23,2008-07-26,Sri Lanka,India,Sri Lanka,239,Innings,Colombo (SSC),Test # 1882
2008-07-30,2008-08-02,England,South Africa,South Africa,5,Wickets,Birmingham,Test # 1883
2008-07-31,2008-08-03,Sri Lanka,India,India,170,Runs,Galle,Test # 1884
2008-08-07,2008-08-11,England,South Africa,England,6,Wickets,The Oval,Test # 1885
2008-08-08,2008-08-11,Sri Lanka,India,Sri Lanka,8,Wickets,Colombo (PSS),Test # 1886
2008-10-09,2008-10-13,India,Australia,Drawn,NA,NA,Bengaluru,Test # 1887
2008-10-17,2008-10-21,Bangladesh,New Zealand,New Zealand,3,Wickets,Chittagong,Test # 1888
2008-10-17,2008-10-21,India,Australia,India,320,Runs,Mohali,Test # 1889
2008-10-25,2008-10-29,Bangladesh,New Zealand,Drawn,NA,NA,Dhaka,Test # 1890
2008-10-29,2008-11-02,India,Australia,Drawn,NA,NA,Delhi,Test # 1891
2008-11-06,2008-11-10,India,Australia,India,172,Runs,Nagpur,Test # 1892
2008-11-19,2008-11-22,South Africa,Bangladesh,South Africa,129,Innings,Bloemfontein,Test # 1893
2008-11-20,2008-11-23,Australia,New Zealand,Australia,149,Runs,Brisbane,Test # 1894
2008-11-26,2008-11-28,South Africa,Bangladesh,South Africa,48,Innings,Centurion,Test # 1895
2008-11-28,2008-12-01,Australia,New Zealand,Australia,62,Innings,Adelaide,Test # 1896
2008-12-11,2008-12-15,New Zealand,West Indies,Drawn,NA,NA,Dunedin,Test # 1897
2008-12-11,2008-12-15,India,England,India,6,Wickets,Chennai,Test # 1898
2008-12-17,2008-12-21,Australia,South Africa,South Africa,6,Wickets,Perth,Test # 1899
2008-12-19,2008-12-23,New Zealand,West Indies,Drawn,NA,NA,Napier,Test # 1900
2008-12-19,2008-12-23,India,England,Drawn,NA,NA,Mohali,Test # 1901
2008-12-26,2008-12-30,Australia,South Africa,South Africa,9,Wickets,Melbourne,Test # 1902
2008-12-26,2008-12-31,Bangladesh,Sri Lanka,Sri Lanka,107,Runs,Dhaka,Test # 1903
2009-01-03,2009-01-07,Australia,South Africa,Australia,103,Runs,Sydney,Test # 1904
2009-01-03,2009-01-06,Bangladesh,Sri Lanka,Sri Lanka,465,Runs,Chittagong,Test # 1905
2009-02-04,2009-02-07,West Indies,England,West Indies,23,Innings,Kingston,Test # 1906
2009-02-13,2009-02-17,West Indies,England,Drawn,NA,NA,North Sound,Test # 1907
2009-02-15,2009-02-19,West Indies,England,Drawn,NA,NA,St John's,Test # 1908
2009-02-21,2009-02-25,Pakistan,Sri Lanka,Drawn,NA,NA,Karachi,Test # 1909
2009-02-26,2009-03-02,South Africa,Australia,Australia,162,Runs,Johannesburg,Test # 1910
2009-02-26,2009-03-02,West Indies,England,Drawn,NA,NA,Bridgetown,Test # 1911
2009-03-01,2009-03-05,Pakistan,Sri Lanka,Drawn,NA,NA,Lahore,Test # 1912
2009-03-06,2009-03-10,South Africa,Australia,Australia,175,Runs,Durban,Test # 1913
2009-03-06,2009-03-10,West Indies,England,Drawn,NA,NA,Port of Spain,Test # 1914
2009-03-18,2009-03-21,New Zealand,India,India,10,Wickets,Hamilton,Test # 1915
2009-03-19,2009-03-22,South Africa,Australia,South Africa,20,Innings,Cape Town,Test # 1916
2009-03-26,2009-03-30,New Zealand,India,Drawn,NA,NA,Napier,Test # 1917
2009-04-03,2009-04-07,New Zealand,India,Drawn,NA,NA,Wellington,Test # 1918
2009-05-06,2009-05-08,England,West Indies,England,10,Wickets,Lord's,Test # 1919
2009-05-14,2009-05-18,England,West Indies,England,83,Innings,Chester-le-Street,Test # 1920
2009-07-04,2009-07-07,Sri Lanka,Pakistan,Sri Lanka,50,Runs,Galle,Test # 1921
2009-07-08,2009-07-12,England,Australia,Drawn,NA,NA,Cardiff,Test # 1922
2009-07-09,2009-07-13,West Indies,Bangladesh,Bangladesh,95,Runs,Kingstown,Test # 1923
2009-07-12,2009-07-14,Sri Lanka,Pakistan,Sri Lanka,7,Wickets,Colombo (PSS),Test # 1924
2009-07-16,2009-07-20,England,Australia,England,115,Runs,Lord's,Test # 1925
2009-07-17,2009-07-20,West Indies,Bangladesh,Bangladesh,4,Wickets,St George's,Test # 1926
2009-07-20,2009-07-24,Sri Lanka,Pakistan,Drawn,NA,NA,Colombo (SSC),Test # 1927
2009-07-30,2009-08-03,England,Australia,Drawn,NA,NA,Birmingham,Test # 1928
2009-08-07,2009-08-09,England,Australia,Australia,80,Innings,Leeds,Test # 1929
2009-08-18,2009-08-22,Sri Lanka,New Zealand,Sri Lanka,202,Runs,Galle,Test # 1930
2009-08-20,2009-08-23,England,Australia,England,197,Runs,The Oval,Test # 1931
2009-08-26,2009-08-30,Sri Lanka,New Zealand,Sri Lanka,96,Runs,Colombo (SSC),Test # 1932
2009-11-16,2009-11-20,India,Sri Lanka,Drawn,NA,NA,Ahmedabad,Test # 1933
2009-11-24,2009-11-28,New Zealand,Pakistan,New Zealand,32,Runs,Dunedin,Test # 1934
2009-11-24,2009-11-27,India,Sri Lanka,India,144,Innings,Kanpur,Test # 1935
2009-11-26,2009-11-28,Australia,West Indies,Australia,65,Innings,Brisbane,Test # 1936
2009-12-02,2009-12-06,India,Sri Lanka,India,24,Innings,Mumbai (BS),Test # 1937
2009-12-03,2009-12-06,New Zealand,Pakistan,Pakistan,141,Runs,Wellington,Test # 1938
2009-12-04,2009-12-08,Australia,West Indies,Drawn,NA,NA,Adelaide,Test # 1939
2009-12-11,2009-12-15,New Zealand,Pakistan,Drawn,NA,NA,Napier,Test # 1940
2009-12-16,2009-12-20,Australia,West Indies,Australia,35,Runs,Perth,Test # 1941
2009-12-16,2009-12-20,South Africa,England,Drawn,NA,NA,Centurion,Test # 1942
2009-12-26,2009-12-30,Australia,Pakistan,Australia,170,Runs,Melbourne,Test # 1943
2009-12-26,2009-12-30,South Africa,England,England,98,Innings,Durban,Test # 1944
2010-01-03,2010-01-06,Australia,Pakistan,Australia,36,Runs,Sydney,Test # 1945
2010-01-03,2010-01-07,South Africa,England,Drawn,NA,NA,Cape Town,Test # 1946
2010-01-14,2010-01-18,Australia,Pakistan,Australia,231,Runs,Hobart,Test # 1947
2010-01-14,2010-01-17,South Africa,England,South Africa,74,Innings,Johannesburg,Test # 1948
2010-01-17,2010-01-21,Bangladesh,India,India,113,Runs,Chittagong,Test # 1949
2010-01-24,2010-01-27,Bangladesh,India,India,10,Wickets,Dhaka,Test # 1950
2010-02-06,2010-02-09,India,South Africa,South Africa,6,Innings,Nagpur,Test # 1951
2010-02-14,2010-02-18,India,South Africa,India,57,Innings,Kolkata,Test # 1952
2010-02-15,2010-02-19,New Zealand,Bangladesh,New Zealand,121,Runs,Hamilton,Test # 1953
2010-03-12,2010-03-16,Bangladesh,England,England,181,Runs,Chittagong,Test # 1954
2010-03-19,2010-03-23,New Zealand,Australia,Australia,10,Wickets,Wellington,Test # 1955
2010-03-20,2010-03-24,Bangladesh,England,England,9,Wickets,Dhaka,Test # 1956
2010-03-27,2010-03-31,New Zealand,Australia,Australia,176,Runs,Hamilton,Test # 1957
2010-05-27,2010-05-31,England,Bangladesh,England,8,Wickets,Lord's,Test # 1958
2010-06-04,2010-06-06,England,Bangladesh,England,80,Innings,Manchester,Test # 1959
2010-06-10,2010-06-13,West Indies,South Africa,South Africa,163,Runs,Port of Spain,Test # 1960
2010-06-18,2010-06-22,West Indies,South Africa,Drawn,NA,NA,Basseterre,Test # 1961
2010-06-26,2010-06-29,West Indies,South Africa,South Africa,7,Wickets,Bridgetown,Test # 1962
2010-07-13,2010-07-16,Australia,Pakistan,Australia,150,Runs,Lord's,Test # 1963
2010-07-18,2010-07-22,Sri Lanka,India,Sri Lanka,10,Wickets,Galle,Test # 1964
2010-07-21,2010-07-24,Australia,Pakistan,Pakistan,3,Wickets,Leeds,Test # 1965
2010-07-26,2010-07-30,Sri Lanka,India,Drawn,NA,NA,Colombo (SSC),Test # 1966
2010-07-29,2010-08-01,England,Pakistan,England,354,Runs,Nottingham,Test # 1967
2010-08-03,2010-08-07,Sri Lanka,India,India,5,Wickets,Colombo (PSS),Test # 1968
2010-08-06,2010-08-09,England,Pakistan,England,9,Wickets,Birmingham,Test # 1969
2010-08-18,2010-08-21,England,Pakistan,Pakistan,4,Wickets,The Oval,Test # 1970
2010-08-26,2010-08-29,England,Pakistan,England,225,Innings,Lord's,Test # 1971
2010-10-01,2010-10-05,India,Australia,India,1,wicket,Mohali,Test # 1972
2010-10-09,2010-10-13,India,Australia,India,7,Wickets,Bengaluru,Test # 1973
2010-11-04,2010-11-08,India,New Zealand,Drawn,NA,NA,Ahmedabad,Test # 1974
2010-11-12,2010-11-16,India,New Zealand,Drawn,NA,NA,Hyderabad (Deccan),Test # 1975
2010-11-12,2010-11-16,Pakistan,South Africa,Drawn,NA,NA,Dubai (DSC),Test # 1976
2010-11-15,2010-11-19,Sri Lanka,West Indies,Drawn,NA,NA,Galle,Test # 1977
2010-11-20,2010-11-23,India,New Zealand,India,198,Innings,Nagpur,Test # 1978
2010-11-20,2010-11-24,Pakistan,South Africa,Drawn,NA,NA,Abu Dhabi,Test # 1979
2010-11-23,2010-11-27,Sri Lanka,West Indies,Drawn,NA,NA,Colombo (RPS),Test # 1980
2010-11-25,2010-11-29,Australia,England,Drawn,NA,NA,Brisbane,Test # 1981
2010-12-01,2010-12-05,Sri Lanka,West Indies,Drawn,NA,NA,Pallekele,Test # 1982
2010-12-03,2010-12-07,Australia,England,England,71,Innings,Adelaide,Test # 1983
2010-12-16,2010-12-19,Australia,England,Australia,267,Runs,Perth,Test # 1984
2010-12-16,2010-12-20,South Africa,India,South Africa,25,Innings,Centurion,Test # 1985
2010-12-26,2010-12-29,Australia,England,England,157,Innings,Melbourne,Test # 1986
2010-12-26,2010-12-29,South Africa,India,India,87,Runs,Durban,Test # 1987
2011-01-02,2011-01-06,South Africa,India,Drawn,NA,NA,Cape Town,Test # 1988
2011-01-03,2011-01-07,Australia,England,England,83,Innings,Sydney,Test # 1989
2011-01-07,2011-01-09,New Zealand,Pakistan,Pakistan,10,Wickets,Hamilton,Test # 1990
2011-01-15,2011-01-19,New Zealand,Pakistan,Drawn,NA,NA,Wellington,Test # 1991
2011-05-12,2011-05-15,West Indies,Pakistan,West Indies,40,Runs,Providence,Test # 1992
2011-05-20,2011-05-24,West Indies,Pakistan,Pakistan,196,Runs,Basseterre,Test # 1993
2011-05-26,2011-05-30,England,Sri Lanka,England,14,Innings,Cardiff,Test # 1994
2011-06-03,2011-06-07,England,Sri Lanka,Drawn,NA,NA,Lord's,Test # 1995
2011-06-16,2011-06-20,England,Sri Lanka,Drawn,NA,NA,Southampton,Test # 1996
2011-06-20,2011-06-23,West Indies,India,India,63,Runs,Kingston,Test # 1997
2011-06-28,2011-07-02,West Indies,India,Drawn,NA,NA,Bridgetown,Test # 1998
2011-07-06,2011-07-10,West Indies,India,Drawn,NA,NA,Roseau,Test # 1999
2011-07-21,2011-07-25,England,India,England,196,Runs,Lord's,Test # 2000
2011-07-29,2011-08-01,England,India,England,319,Runs,Nottingham,Test # 2001
2011-08-04,2011-08-08,Zimbabwe,Bangladesh,Zimbabwe,130,Runs,Harare,Test # 2002
2011-08-10,2011-08-13,England,India,England,242,Innings,Birmingham,Test # 2003
2011-08-18,2011-08-22,England,India,England,8,Innings,The Oval,Test # 2004
2011-08-31,2011-09-03,Sri Lanka,Australia,Australia,125,Runs,Galle,Test # 2005
2011-09-01,2011-09-05,Zimbabwe,Pakistan,Pakistan,7,Wickets,Bulawayo,Test # 2006
2011-09-08,2011-09-12,Sri Lanka,Australia,Drawn,NA,NA,Pallekele,Test # 2007
2011-09-16,2011-09-20,Sri Lanka,Australia,Drawn,NA,NA,Colombo (SSC),Test # 2008
2011-10-18,2011-10-22,Pakistan,Sri Lanka,Drawn,NA,NA,Abu Dhabi,Test # 2009
2011-10-21,2011-10-25,Bangladesh,West Indies,Drawn,NA,NA,Chittagong,Test # 2010
2011-10-26,2011-10-29,Pakistan,Sri Lanka,Pakistan,9,Wickets,Dubai (DSC),Test # 2011
2011-10-29,2011-11-02,Bangladesh,West Indies,West Indies,229,Runs,Dhaka,Test # 2012
2011-11-01,2011-11-05,Zimbabwe,New Zealand,New Zealand,34,Runs,Bulawayo,Test # 2013
2011-11-03,2011-11-07,Pakistan,Sri Lanka,Drawn,NA,NA,Sharjah,Test # 2014
2011-11-06,2011-11-09,India,West Indies,India,5,Wickets,Delhi,Test # 2015
2011-11-09,2011-11-11,South Africa,Australia,South Africa,8,Wickets,Cape Town,Test # 2016
2011-11-14,2011-11-17,India,West Indies,India,15,Innings,Kolkata,Test # 2017
2011-11-17,2011-11-21,South Africa,Australia,Australia,2,Wickets,Johannesburg,Test # 2018
2011-11-22,2011-11-26,India,West Indies,Drawn,NA,NA,Mumbai,Test # 2019
2011-12-01,2011-12-04,Australia,New Zealand,Australia,9,Wickets,Brisbane,Test # 2020
2011-12-09,2011-12-12,Australia,New Zealand,New Zealand,7,Runs,Hobart,Test # 2021
2011-12-09,2011-12-12,Bangladesh,Pakistan,Pakistan,184,Innings,Chittagong,Test # 2022
2011-12-15,2011-12-17,South Africa,Sri Lanka,South Africa,81,Innings,Centurion,Test # 2023
2011-12-17,2011-12-21,Bangladesh,Pakistan,Pakistan,7,Wickets,Dhaka,Test # 2024
2011-12-26,2011-12-29,Australia,India,Australia,122,Runs,Melbourne,Test # 2025
2011-12-26,2011-12-29,South Africa,Sri Lanka,Sri Lanka,208,Runs,Durban,Test # 2026
2012-01-03,2012-01-06,Australia,India,Australia,68,Innings,Sydney,Test # 2027
2012-01-03,2012-01-06,South Africa,Sri Lanka,South Africa,10,Wickets,Cape Town,Test # 2028
2012-01-13,2012-01-15,Australia,India,Australia,37,Innings,Perth,Test # 2029
2012-01-17,2012-01-19,England,Pakistan,Pakistan,10,Wickets,Dubai (DSC),Test # 2030
2012-01-24,2012-01-28,Australia,India,Australia,298,Runs,Adelaide,Test # 2031
2012-01-25,2012-01-28,England,Pakistan,Pakistan,72,Runs,Abu Dhabi,Test # 2032
2012-01-26,2012-01-28,New Zealand,Zimbabwe,New Zealand,301,Innings,Napier,Test # 2033
2012-02-03,2012-02-06,England,Pakistan,Pakistan,71,Runs,Dubai (DSC),Test # 2034
2012-03-07,2012-03-11,New Zealand,South Africa,Drawn,NA,NA,Dunedin,Test # 2035
2012-03-15,2012-03-17,New Zealand,South Africa,South Africa,9,Wickets,Hamilton,Test # 2036
2012-03-23,2012-03-27,New Zealand,South Africa,Drawn,NA,NA,Wellington,Test # 2037
2012-03-26,2012-03-29,Sri Lanka,England,Sri Lanka,75,Runs,Galle,Test # 2038
2012-04-03,2012-04-07,Sri Lanka,England,England,8,Wickets,Colombo (PSS),Test # 2039
2012-04-07,2012-04-11,West Indies,Australia,Australia,3,Wickets,Bridgetown,Test # 2040
2012-04-15,2012-04-19,West Indies,Australia,Drawn,NA,NA,Port of Spain,Test # 2041
2012-04-23,2012-04-27,West Indies,Australia,Australia,75,Runs,Roseau,Test # 2042
2012-05-17,2012-05-21,England,West Indies,England,5,Wickets,Lord's,Test # 2043
2012-05-25,2012-05-28,England,West Indies,England,9,Wickets,Nottingham,Test # 2044
2012-06-07,2012-06-11,England,West Indies,Drawn,NA,NA,Birmingham,Test # 2045
2012-06-22,2012-06-25,Sri Lanka,Pakistan,Sri Lanka,209,Runs,Galle,Test # 2046
2012-06-30,2012-07-04,Sri Lanka,Pakistan,Drawn,NA,NA,Colombo (SSC),Test # 2047
2012-07-08,2012-07-12,Sri Lanka,Pakistan,Drawn,NA,NA,Pallekele,Test # 2048
2012-07-19,2012-07-23,England,South Africa,South Africa,12,Innings,The Oval,Test # 2049
2012-07-25,2012-07-29,West Indies,New Zealand,West Indies,9,Wickets,North Sound,Test # 2050
2012-08-02,2012-08-06,England,South Africa,Drawn,NA,NA,Leeds,Test # 2051
2012-08-02,2012-08-05,West Indies,New Zealand,West Indies,5,Wickets,Kingston,Test # 2052
2012-08-16,2012-08-20,England,South Africa,South Africa,51,Runs,Lord's,Test # 2053
2012-08-23,2012-08-26,India,New Zealand,India,115,Innings,Hyderabad (Deccan),Test # 2054
2012-08-31,2012-09-03,India,New Zealand,India,5,Wickets,Bengaluru,Test # 2055
2012-11-09,2012-11-13,Australia,South Africa,Drawn,NA,NA,Brisbane,Test # 2056
